id,legacy_plan_id,model_name,manufacturer,classification,detail_url,quote_url,floorplan_url,photo_count,floorplan_count,matterport
floorplan-234949,234949,The Elite Series / The Wilson ELS16763A,Jessup Housing,Single Wide,https://www.texashomeoutlet.com/plan/234949/the-elite-series/the-wilson-els16763a/,https://www.texashomeoutlet.com/quote/floorplan/234949/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/234949/The%20Wilson%20ELS16763A.jpg,1,1,True
floorplan-234951,234951,The Promotional Series / The Tropic FAC16663A,Jessup Housing,Single Wide,https://www.texashomeoutlet.com/plan/234951/the-promotional-series/the-tropic-fac16663a/,https://www.texashomeoutlet.com/quote/floorplan/234951/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/234951/The%20Tropic%20FAC16663A.jpg,1,1,True
floorplan-234952,234952,The Titanium Single / The Oakmont TTM16763E,Jessup Housing,Single Wide,https://www.texashomeoutlet.com/plan/234952/the-titanium-single/the-oakmont-ttm16763e/,https://www.texashomeoutlet.com/quote/floorplan/234952/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/234952/The%20Oakmont%20TTM16763E.jpg,1,1,True
floorplan-235177,235177,Alpine Series / The Denali 32SAP32683AH,Schult Waco 2,Double Wide,https://www.texashomeoutlet.com/plan/235177/alpine-series/the-denali-32sap32683ah/,https://www.texashomeoutlet.com/quote/floorplan/235177/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3315/floorplan/235177/floor-plans-SMALL.jpg,1,1,True
floorplan-235402,235402,New Vision / The Big Josh,New Vision Manufacturing,Double Wide,https://www.texashomeoutlet.com/plan/235402/new-vision/the-big-josh/,https://www.texashomeoutlet.com/quote/floorplan/235402/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3335/floorplan/235402/The%20Big%20Josh.jpg,1,1,True
floorplan-235403,235403,New Vision / The Big Bo,New Vision Manufacturing,Single Wide,https://www.texashomeoutlet.com/plan/235403/new-vision/the-big-bo/,https://www.texashomeoutlet.com/quote/floorplan/235403/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3335/floorplan/235403/The%20Big%20Bo.jpg,1,1,True
floorplan-235404,235404,New Vision / The Fiesta 2.0,New Vision Manufacturing,Double Wide,https://www.texashomeoutlet.com/plan/235404/new-vision/the-fiesta-2.0/,https://www.texashomeoutlet.com/quote/floorplan/235404/dealer/3522,,1,0,True
floorplan-235423,235423,Premier / Drago 3276H43486,Champion Homes,Double Wide,https://www.texashomeoutlet.com/plan/235423/premier/drago-3276h43486/,https://www.texashomeoutlet.com/quote/floorplan/235423/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/235423/floor-plans-SMALL%20%285%29.jpg,1,1,True
floorplan-235424,235424,Premier / Creole 3256H32447,Champion Homes,Double Wide,https://www.texashomeoutlet.com/plan/235424/premier/creole-3256h32447/,https://www.texashomeoutlet.com/quote/floorplan/235424/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/235424/Creole%203256H32447.jpg,1,1,True
floorplan-235439,235439,Epic Journey / Magellan 43CEJ16723AH,Southern Energy Homes,Single Wide,https://www.texashomeoutlet.com/plan/235439/epic-journey/magellan-43cej16723ah/,https://www.texashomeoutlet.com/quote/floorplan/235439/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/1997/floorplan/235439/magellan.jpg,1,1,True
floorplan-235441,235441,Epic Journey / Cook 43CEJ28523AH,Southern Energy Homes,Double Wide,https://www.texashomeoutlet.com/plan/235441/epic-journey/cook-43cej28523ah/,https://www.texashomeoutlet.com/quote/floorplan/235441/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/1997/floorplan/235441/Cook.jpg,1,1,True
floorplan-235443,235443,Epic Journey / Crockett CEJ28683A,Southern Energy Homes,Double Wide,https://www.texashomeoutlet.com/plan/235443/epic-journey/crockett-cej28683a/,https://www.texashomeoutlet.com/quote/floorplan/235443/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/1997/floorplan/235443/The%20Crockett%20CEJ28683A.jpg,1,1,True
floorplan-235883,235883,Alpine Series / The Olympus 32SAP32744B,Schult Waco 2,Double Wide,https://www.texashomeoutlet.com/plan/235883/alpine-series/the-olympus-32sap32744b/,https://www.texashomeoutlet.com/quote/floorplan/235883/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3315/floorplan/235883/The%20Olympus%2032SAP32744B%20.jpg,1,1,True
floorplan-236155,236155,Champion Homes Collection / 0258CHTAH-2856-32111,Champion Homes,Double Wide,https://www.texashomeoutlet.com/plan/236155/champion-homes-collection/0258chtah-2856-32111/,https://www.texashomeoutlet.com/quote/floorplan/236155/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/236155/2856H32111.jpg,1,1,True
floorplan-236774,236774,Epic Journey / Boone 43CEJ28564AH,Southern Energy Homes,Double Wide,https://www.texashomeoutlet.com/plan/236774/epic-journey/boone-43cej28564ah/,https://www.texashomeoutlet.com/quote/floorplan/236774/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/1997/floorplan/236774/floor-plans-SMALL%20%283%29.jpg,1,1,True
floorplan-237453,237453,Premier / The Abita 1676H32292,Champion Homes,Single Wide,https://www.texashomeoutlet.com/plan/237453/premier/the-abita-1676h32292/,https://www.texashomeoutlet.com/quote/floorplan/237453/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/237453/floor-plans-SMALL%20%281%29.jpg,1,1,True
floorplan-237656,237656,Anthem / The Blue Ridge AY16763S Duplex,Cavco Homes of Texas,Single Wide,https://www.texashomeoutlet.com/plan/237656/anthem/the-blue-ridge-ay16763s-duplex/,https://www.texashomeoutlet.com/quote/floorplan/237656/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2022/floorplan/237656/16763S.jpg,1,1,True
floorplan-237853,237853,Epic Journey / Sevier 43CEJ28764AH,Southern Energy Homes,Double Wide,https://www.texashomeoutlet.com/plan/237853/epic-journey/sevier-43cej28764ah/,https://www.texashomeoutlet.com/quote/floorplan/237853/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/1997/floorplan/237853/floor-plans-SMALL.jpg,1,1,True
floorplan-223037,223037,Skyliner / 6334B,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/223037/skyliner/6334b/,https://www.texashomeoutlet.com/quote/floorplan/223037/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/223037/skyliner-6334B-floor-plans.jpg,1,1,False
floorplan-224049,224049,Prairie Dune / 8831,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/224049/prairie-dune/8831/,https://www.texashomeoutlet.com/quote/floorplan/224049/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/224049/8831-floor-plans.jpg,1,1,False
floorplan-226521,226521,New Vision / The Dimas NV-1802,New Vision Manufacturing,Single Wide,https://www.texashomeoutlet.com/plan/226521/new-vision/the-dimas-nv-1802/,https://www.texashomeoutlet.com/quote/floorplan/226521/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3335/floorplan/226521/1802.jpg,1,1,False
floorplan-226546,226546,Solution / The Real Deal SLC28483A,Clayton Sulphur Springs,Double Wide,https://www.texashomeoutlet.com/plan/226546/solution/the-real-deal-slc28483a/,https://www.texashomeoutlet.com/quote/floorplan/226546/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2025/floorplan/226546/floor-plans-SMALL.jpg,1,1,True
floorplan-227262,227262,Nexus / Gemini 9260,Meridian Homes,Single Wide,https://www.texashomeoutlet.com/plan/227262/nexus/gemini-9260/,https://www.texashomeoutlet.com/quote/floorplan/227262/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/227262/LAN-205-32062-81-3-942x585.jpg,0,2,False
floorplan-227314,227314,New Vision / The Razor,New Vision Manufacturing,Single Wide,https://www.texashomeoutlet.com/plan/227314/new-vision/the-razor/,https://www.texashomeoutlet.com/quote/floorplan/227314/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3335/floorplan/227314/The%20Razor%20floor-plans.jpg,1,1,False
floorplan-227810,227810,Palmetto / The Canal 1676-H-32005,Skyline Homes,Single Wide,https://www.texashomeoutlet.com/plan/227810/palmetto/the-canal-1676-h-32005/,https://www.texashomeoutlet.com/quote/floorplan/227810/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3339/floorplan/227810/canal%20floor-plans-SMALL.jpg,1,1,False
floorplan-228466,228466,New Vision / The Graceland,New Vision Manufacturing,Single Wide,https://www.texashomeoutlet.com/plan/228466/new-vision/the-graceland/,https://www.texashomeoutlet.com/quote/floorplan/228466/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3335/floorplan/228466/graceland-floor-plans-SMALL.jpg,1,1,False
floorplan-231580,231580,Epic Experience / The Mariner CEE16763EH,Southern Energy Homes,Single Wide,https://www.texashomeoutlet.com/plan/231580/epic-experience/the-mariner-cee16763eh/,https://www.texashomeoutlet.com/quote/floorplan/231580/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/1997/floorplan/231580/The%20Mariner%20CEE16763EH.jpg,1,1,False
floorplan-231588,231588,Epic Experience / The Tide CEE16682AH,Southern Energy Homes,Single Wide,https://www.texashomeoutlet.com/plan/231588/epic-experience/the-tide-cee16682ah/,https://www.texashomeoutlet.com/quote/floorplan/231588/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/1997/floorplan/231588/The%20Tide%20CEE16682AH.jpg,1,1,False
floorplan-231589,231589,Epic Experience / The Expedition CEE28604AH,Southern Energy Homes,Double Wide,https://www.texashomeoutlet.com/plan/231589/epic-experience/the-expedition-cee28604ah/,https://www.texashomeoutlet.com/quote/floorplan/231589/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/1997/floorplan/231589/The%20Expedition%20CEE28604AH.jpg,1,1,False
floorplan-231979,231979,Skyline Warehouse / The Cajun 3254-32335,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/231979/skyline-warehouse/the-cajun-3254-32335/,https://www.texashomeoutlet.com/quote/floorplan/231979/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3339/floorplan/231979/floor-plans-SMALL.jpg,1,1,False
floorplan-232175,232175,New Vision / The Declaration,New Vision Manufacturing,Single Wide,https://www.texashomeoutlet.com/plan/232175/new-vision/the-declaration/,https://www.texashomeoutlet.com/quote/floorplan/232175/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3335/floorplan/232175/The%20Declaration%20floor-plans-SMALL%20%281%29.png,1,1,False
floorplan-232969,232969,The Promotional Series / The Rosewood FAC28644A,Jessup Housing,Double Wide,https://www.texashomeoutlet.com/plan/232969/the-promotional-series/the-rosewood-fac28644a/,https://www.texashomeoutlet.com/quote/floorplan/232969/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/232969/The%20Rosewood%20FAC28644A.jpg,1,1,False
floorplan-233616,233616,The Promotional Series / The Johnson FAC18763A,Jessup Housing,Single Wide,https://www.texashomeoutlet.com/plan/233616/the-promotional-series/the-johnson-fac18763a/,https://www.texashomeoutlet.com/quote/floorplan/233616/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/233616/The%20Johnson%20FAC18763A.jpg,0,1,True
floorplan-233981,233981,Epic Experience / The Voyage CEE16763H,Southern Energy Homes,Single Wide,https://www.texashomeoutlet.com/plan/233981/epic-experience/the-voyage-cee16763h/,https://www.texashomeoutlet.com/quote/floorplan/233981/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/1997/floorplan/233981/The%20Voyage%20CEE16763H.jpg,1,1,False
floorplan-234485,234485,Compass / Schouten 3232,Meridian Homes,Double Wide,https://www.texashomeoutlet.com/plan/234485/compass/schouten-3232/,https://www.texashomeoutlet.com/quote/floorplan/234485/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/234485/3232.jpg,1,1,False
floorplan-234919,234919,New Vision / The Kristin,New Vision Manufacturing,Single Wide,https://www.texashomeoutlet.com/plan/234919/new-vision/the-kristin/,https://www.texashomeoutlet.com/quote/floorplan/234919/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3335/floorplan/234919/The%20Kristin.jpg,1,1,False
floorplan-234950,234950,The Promotional Series / The Panama FAC28564A,Jessup Housing,Double Wide,https://www.texashomeoutlet.com/plan/234950/the-promotional-series/the-panama-fac28564a/,https://www.texashomeoutlet.com/quote/floorplan/234950/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/234950/The%20Panama%20FAC28564A.jpg,1,1,False
floorplan-235440,235440,Epic Journey / Lewis 43CEJ16562AH,Southern Energy Homes,Single Wide,https://www.texashomeoutlet.com/plan/235440/epic-journey/lewis-43cej16562ah/,https://www.texashomeoutlet.com/quote/floorplan/235440/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/1997/floorplan/235440/lewis.jpg,1,1,False
floorplan-235442,235442,Epic Journey / Clark 43CEJ16663AH,Southern Energy Homes,Single Wide,https://www.texashomeoutlet.com/plan/235442/epic-journey/clark-43cej16663ah/,https://www.texashomeoutlet.com/quote/floorplan/235442/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/1997/floorplan/235442/clark.jpg,1,1,False
floorplan-235588,235588,Horizon / Aspire,Clayton Sulphur Springs,Double Wide,https://www.texashomeoutlet.com/plan/235588/horizon/aspire/,https://www.texashomeoutlet.com/quote/floorplan/235588/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2025/floorplan/235588/Aspire.jpg,1,1,True
floorplan-235589,235589,Horizon / Haven,Clayton Sulphur Springs,Double Wide,https://www.texashomeoutlet.com/plan/235589/horizon/haven/,https://www.texashomeoutlet.com/quote/floorplan/235589/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2025/floorplan/235589/floor-plans-SMALL.jpg,1,1,False
floorplan-235590,235590,Horizon / Vista,Clayton Sulphur Springs,Double Wide,https://www.texashomeoutlet.com/plan/235590/horizon/vista/,https://www.texashomeoutlet.com/quote/floorplan/235590/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2025/floorplan/235590/Vista.jpg,1,1,True
floorplan-236328,236328,Epic Journey / Hudson CEJ1676-3A,Southern Energy Homes,Single Wide,https://www.texashomeoutlet.com/plan/236328/epic-journey/hudson-cej1676-3a/,https://www.texashomeoutlet.com/quote/floorplan/236328/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/1997/floorplan/236328/hudson.jpg,1,1,False
floorplan-236494,236494,The Titanium Double / Lakeland FAC28603A,Jessup Housing,Double Wide,https://www.texashomeoutlet.com/plan/236494/the-titanium-double/lakeland-fac28603a/,https://www.texashomeoutlet.com/quote/floorplan/236494/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3328/floorplan/236494/floor-plans-SMALL.jpg,1,1,False
floorplan-236865,236865,Origin Series / Redwood TRT28765R,TRU,Double Wide,https://www.texashomeoutlet.com/plan/236865/origin-series/redwood-trt28765r/,https://www.texashomeoutlet.com/quote/floorplan/236865/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2007/floorplan/236865/Redwood.jpg,1,1,False
floorplan-236866,236866,Origin Series / Sycamore TRT28684S,TRU,Double Wide,https://www.texashomeoutlet.com/plan/236866/origin-series/sycamore-trt28684s/,https://www.texashomeoutlet.com/quote/floorplan/236866/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2007/floorplan/236866/Sycamore%20TRT28684S.jpg,1,1,False
floorplan-236867,236867,Origin Series / Oak TRT28564O,TRU,Double Wide,https://www.texashomeoutlet.com/plan/236867/origin-series/oak-trt28564o/,https://www.texashomeoutlet.com/quote/floorplan/236867/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2007/floorplan/236867/Oak%20TRT28564O.jpg,1,1,False
floorplan-236868,236868,Origin Series / Cedar TRT28563C,TRU,Double Wide,https://www.texashomeoutlet.com/plan/236868/origin-series/cedar-trt28563c/,https://www.texashomeoutlet.com/quote/floorplan/236868/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2007/floorplan/236868/Cedar%20TRT28563C%201.jpg,1,1,False
floorplan-236869,236869,Origin Series / Spruce TRT28563S,TRU,Double Wide,https://www.texashomeoutlet.com/plan/236869/origin-series/spruce-trt28563s/,https://www.texashomeoutlet.com/quote/floorplan/236869/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2007/floorplan/236869/Spruce%20TRT28563S.jpg,1,1,False
floorplan-236870,236870,Origin Series / Maple TRT28483M,TRU,Double Wide,https://www.texashomeoutlet.com/plan/236870/origin-series/maple-trt28483m/,https://www.texashomeoutlet.com/quote/floorplan/236870/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2007/floorplan/236870/Maple%20TRT28483M.jpg,1,1,False
floorplan-236871,236871,Origin Series / Aspen TRT16763A,TRU,Single Wide,https://www.texashomeoutlet.com/plan/236871/origin-series/aspen-trt16763a/,https://www.texashomeoutlet.com/quote/floorplan/236871/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2007/floorplan/236871/Aspen%20TRT16763A.jpg,1,1,False
floorplan-236872,236872,Origin Series / Birch TRT16763B,TRU,Single Wide,https://www.texashomeoutlet.com/plan/236872/origin-series/birch-trt16763b/,https://www.texashomeoutlet.com/quote/floorplan/236872/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2007/floorplan/236872/Birch.jpg,1,1,False
floorplan-236873,236873,Origin Series / Cypress TRT14764C,TRU,Single Wide,https://www.texashomeoutlet.com/plan/236873/origin-series/cypress-trt14764c/,https://www.texashomeoutlet.com/quote/floorplan/236873/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2007/floorplan/236873/Cypress.jpg,1,1,False
floorplan-236874,236874,Origin Series / Magnolia TRT14763M,TRU,Single Wide,https://www.texashomeoutlet.com/plan/236874/origin-series/magnolia-trt14763m/,https://www.texashomeoutlet.com/quote/floorplan/236874/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2007/floorplan/236874/Magnolia.jpg,1,1,False
floorplan-236875,236875,Origin Series / Hickory TRT14663H,TRU,Single Wide,https://www.texashomeoutlet.com/plan/236875/origin-series/hickory-trt14663h/,https://www.texashomeoutlet.com/quote/floorplan/236875/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2007/floorplan/236875/Hickory%20TRT14663H.jpg,1,1,False
floorplan-236876,236876,Origin Series / Dogwood TRT14602D,TRU,Single Wide,https://www.texashomeoutlet.com/plan/236876/origin-series/dogwood-trt14602d/,https://www.texashomeoutlet.com/quote/floorplan/236876/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2007/floorplan/236876/Dogwood.jpg,1,1,False
floorplan-236877,236877,Origin Series / Elm TRT14562E,TRU,Single Wide,https://www.texashomeoutlet.com/plan/236877/origin-series/elm-trt14562e/,https://www.texashomeoutlet.com/quote/floorplan/236877/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2007/floorplan/236877/elm.jpg,1,1,False
floorplan-237392,237392,Premier / Meleck 3268H42483,Champion Homes,Double Wide,https://www.texashomeoutlet.com/plan/237392/premier/meleck-3268h42483/,https://www.texashomeoutlet.com/quote/floorplan/237392/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/237392/floor-plans-SMALL.jpg,1,1,False
floorplan-237688,237688,TRU Mini / Tulip TRT12482PH,TRU,Single Wide,https://www.texashomeoutlet.com/plan/237688/tru-mini/tulip-trt12482ph/,https://www.texashomeoutlet.com/quote/floorplan/237688/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2007/floorplan/237688/Tulip%20TRT12482PH.jpg,1,1,False
floorplan-237689,237689,TRU Mini / Buttercup TRT12361PH,TRU,Single Wide,https://www.texashomeoutlet.com/plan/237689/tru-mini/buttercup-trt12361ph/,https://www.texashomeoutlet.com/quote/floorplan/237689/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2007/floorplan/237689/Buttercup%20TRT12361PH.jpg,1,1,False
floorplan-222027,222027,Compass / del Canto 231,Meridian Homes,Single Wide,https://www.texashomeoutlet.com/plan/222027/compass/del-canto-231/,https://www.texashomeoutlet.com/quote/floorplan/222027/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/222027/HS231-floor-plans.jpg,0,1,True
floorplan-225061,225061,Park House / The Aspen,New Vision Manufacturing,Park Model,https://www.texashomeoutlet.com/plan/225061/park-house/the-aspen/,https://www.texashomeoutlet.com/quote/floorplan/225061/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3335/floorplan/225061/Aspen.jpg,0,1,False
floorplan-225985,225985,Prairie Dune / 8432P,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/225985/prairie-dune/8432p/,https://www.texashomeoutlet.com/quote/floorplan/225985/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/225985/8432P-floor-plans.jpg,1,1,False
floorplan-225991,225991,Prairie Dune / 8810,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/225991/prairie-dune/8810/,https://www.texashomeoutlet.com/quote/floorplan/225991/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/225991/8810-floor-plans.jpg,1,1,False
floorplan-227619,227619,Prairie Dune / 8310,Skyline Homes,Single Wide,https://www.texashomeoutlet.com/plan/227619/prairie-dune/8310/,https://www.texashomeoutlet.com/quote/floorplan/227619/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/227619/galaxy-600-floor-plans.jpg,1,1,False
floorplan-229052,229052,Prairie Dune / 8855,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/229052/prairie-dune/8855/,https://www.texashomeoutlet.com/quote/floorplan/229052/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/229052/8855-floor-plans-SMALL.jpg,1,1,False
floorplan-231375,231375,Shore Park / 0222CT,Skyline Homes,Park Model,https://www.texashomeoutlet.com/plan/231375/shore-park/0222ct/,https://www.texashomeoutlet.com/quote/floorplan/231375/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/231375/Arc%20City_0222-B_LR%20%281%29.jpg,0,2,False
floorplan-1446,1446,Epic Journey / The Drake CEJ28403AH,Southern Energy Homes,Double Wide,https://www.texashomeoutlet.com/plan/1446/epic-journey/the-drake-cej28403ah/,https://www.texashomeoutlet.com/quote/floorplan/1446/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/1997/floorplan/1446/floor-plans-SMALL.jpg,0,1,False
floorplan-222044,222044,Compass / Pereira 3224,Meridian Homes,Double Wide,https://www.texashomeoutlet.com/plan/222044/compass/pereira-3224/,https://www.texashomeoutlet.com/quote/floorplan/222044/dealer/3522,,1,0,True
floorplan-225311,225311,Palmetto / 0251SKPLH-1676-32002,Skyline Homes,Single Wide,https://www.texashomeoutlet.com/plan/225311/palmetto/0251skplh-1676-32002/,https://www.texashomeoutlet.com/quote/floorplan/225311/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3339/floorplan/225311/Palmetto---0251SKPLH-1676-32002-floor-plans.jpg,0,1,False
floorplan-225949,225949,Prairie Dune / 8732E,Skyline Homes,Single Wide,https://www.texashomeoutlet.com/plan/225949/prairie-dune/8732e/,https://www.texashomeoutlet.com/quote/floorplan/225949/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/225949/8732E-floor-plans.jpg,0,1,False
floorplan-225955,225955,Prairie Dune / 8710F,Skyline Homes,Single Wide,https://www.texashomeoutlet.com/plan/225955/prairie-dune/8710f/,https://www.texashomeoutlet.com/quote/floorplan/225955/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/225955/8710F-floor-plans.jpg,0,1,False
floorplan-225956,225956,Prairie Dune / 8703E,Skyline Homes,Single Wide,https://www.texashomeoutlet.com/plan/225956/prairie-dune/8703e/,https://www.texashomeoutlet.com/quote/floorplan/225956/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/225956/8703E-floor-plans.jpg,0,1,False
floorplan-225986,225986,Prairie Dune / 8452,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/225986/prairie-dune/8452/,https://www.texashomeoutlet.com/quote/floorplan/225986/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/225986/8452-floor-plans.jpg,0,1,False
floorplan-225990,225990,Prairie Dune / 8808P,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/225990/prairie-dune/8808p/,https://www.texashomeoutlet.com/quote/floorplan/225990/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/225990/8808P-floor-plans.jpg,0,1,False
floorplan-225996,225996,Prairie Dune / 8831P,Skyline Homes,Double Wide,https://www.texashomeoutlet.com/plan/225996/prairie-dune/8831p/,https://www.texashomeoutlet.com/quote/floorplan/225996/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/2045/floorplan/225996/8831P-floor-plans.jpg,0,1,False
floorplan-226582,226582,Palmetto / The Pearl 1660-H-22001,Champion Homes,Single Wide,https://www.texashomeoutlet.com/plan/226582/palmetto/the-pearl-1660-h-22001/,https://www.texashomeoutlet.com/quote/floorplan/226582/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/226582/025CHPR-1660H22001%20Pearl%20floor-plans-SMALL.jpg,0,1,False
floorplan-227260,227260,Nexus / Aries 9166,Meridian Homes,Single Wide,https://www.texashomeoutlet.com/plan/227260/nexus/aries-9166/,https://www.texashomeoutlet.com/quote/floorplan/227260/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/227260/Aries%209166%20floor-plans.jpg,1,1,True
floorplan-227440,227440,Premier / 2856H42011,Champion Homes,Double Wide,https://www.texashomeoutlet.com/plan/227440/premier/2856h42011/,https://www.texashomeoutlet.com/quote/floorplan/227440/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/227440/2856H42011-floor-plans.jpg,0,1,False
floorplan-227441,227441,Premier / 1456H22P01,Champion Homes,Single Wide,https://www.texashomeoutlet.com/plan/227441/premier/1456h22p01/,https://www.texashomeoutlet.com/quote/floorplan/227441/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/227441/1456H22P01-floor-plans.jpg,0,1,False
floorplan-227633,227633,Nexus / Vela 9456,Meridian Homes,Double Wide,https://www.texashomeoutlet.com/plan/227633/nexus/vela-9456/,https://www.texashomeoutlet.com/quote/floorplan/227633/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3311/floorplan/227633/Nexus-9456-Vela-20-942x585.jpg,0,2,True
floorplan-227807,227807,Premier / The Royal 1660-H-22001,Champion Homes,Single Wide,https://www.texashomeoutlet.com/plan/227807/premier/the-royal-1660-h-22001/,https://www.texashomeoutlet.com/quote/floorplan/227807/dealer/3522,https://d132mt2yijm03y.cloudfront.net/manufacturer/3373/floorplan/227807/the-royal-floor-plans-SMALL.jpg,0,1,False
